home,calls,tenure,age,parent
1,5,0,21,0
1,5,0,21,0
1,5,0,21,0
1,5,0,21,0
0,5.1,0,21,0
1,5,0,21,0
1,5,0,21,0
1,5,0,21,0
1,5,0,21,0
0,5.1,0,21,0
1,5,0,21,0
1,5,0,21,0
1,5,0,21,0
1,5,0,21,0
1,5,0,21,0
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
0,4.9,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
0,4.9,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
0,4.9,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
1,4.6,0,38,1
0,4.9,0,38,1
1,4.6,0,38,1
0,4.9,0,38,1
1,4.5,0,38,0
1,4.5,0,38,0
1,4.5,0,38,0
0,4.6,0,38,0
1,4.5,0,38,0
0,4.6,0,38,0
1,4.5,0,38,0
0,4.6,0,38,0
1,4.5,0,38,0
0,4.6,0,38,0
1,4.5,0,38,0
1,4.5,0,38,0
0,4.6,0,38,0
1,4.5,0,38,0
1,4.5,0,38,0
1,4.5,0,38,0
1,4.5,0,38,0
1,4.5,0,38,0
1,4.5,0,38,0
1,4.5,0,38,0
1,4.5,0,38,0
0,4.6,0,38,0
0,4.6,0,38,0
1,4.5,0,38,0
0,4.6,0,38,0
0,4.6,0,38,0
0,4.6,0,38,0
1,4.5,0,38,0
1,4.5,0,38,0
1,4.5,0,38,0
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
0,4.8,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
0,4.8,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
0,4.8,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
1,4.5,0,41,1
0,4.8,0,41,1
0,4.8,0,41,1
1,5.8,2,30,0
0,5.7,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
0,5.7,2,30,0
1,5.8,2,30,0
0,5.7,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
0,5.7,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.8,2,30,0
1,5.7,2,44,1
0,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
0,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
0,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
0,5.7,2,44,1
0,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
0,5.7,2,44,1
0,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
1,5.7,2,44,1
0,5.7,2,44,1
1,5.3,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
0,5.4,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
0,5.4,1,37,1
0,5.4,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
0,5.4,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
0,5.4,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
0,5.4,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
1,5.3,1,37,1
0,5.4,1,37,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
0,5.3,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
0,5.3,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
0,5.3,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,5.2,1,43,1
1,4.7,0,31,0
1,4.7,0,31,0
1,4.7,0,31,0
0,4.8,0,31,0
1,4.7,0,31,0
1,4.7,0,31,0
1,4.7,0,31,0
1,4.7,0,31,0
0,4.8,0,31,0
1,4.7,0,31,0
1,4.7,0,31,0
0,4.8,0,31,0
1,4.7,0,31,0
0,4.8,0,31,0
1,4.7,0,31,0
1,4.7,0,31,0
1,4.7,0,31,0
1,4.7,0,31,0
1,4.7,0,31,0
0,4.8,0,31,0
1,4.7,0,31,0
0,4.8,0,31,0
1,4.7,0,31,0
1,4.7,0,31,0
0,4.8,0,31,0
0,4.8,0,31,0
1,4.7,0,31,0
1,4.7,0,31,0
1,4.7,0,31,0
1,4.7,0,31,0
1,4.8,0,41,0
0,4.9,0,41,0
1,4.8,0,41,0
1,4.8,0,41,0
0,4.9,0,41,0
1,4.8,0,41,0
1,4.8,0,41,0
1,4.8,0,41,0
1,4.8,0,41,0
1,4.8,0,41,0
1,4.8,0,41,0
1,4.8,0,41,0
1,4.8,0,41,0
0,4.9,0,41,0
0,4.9,0,41,0
1,4.8,0,41,0
1,4.8,0,41,0
1,4.8,0,41,0
1,4.8,0,41,0
0,4.9,0,41,0
1,4.8,0,41,0
0,4.9,0,41,0
1,4.8,0,41,0
0,4.9,0,41,0
0,4.9,0,41,0
1,4.8,0,41,0
0,4.9,0,41,0
1,4.8,0,41,0
1,4.8,0,41,0
0,4.9,0,41,0
0,5.3,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
0,5.3,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
0,5.3,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
0,5.3,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
0,5.3,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
0,5.3,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
1,5.4,1,37,0
0,5.3,1,37,0
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,3.8,1,42,1
1,4.9,0,28,0
1,4.9,0,28,0
1,4.9,0,28,0
1,4.9,0,28,0
0,5,0,28,0
1,4.9,0,28,0
1,4.9,0,28,0
1,4.9,0,28,0
0,5,0,28,0
1,4.9,0,28,0
0,5,0,28,0
0,5,0,28,0
1,4.9,0,28,0
0,5,0,28,0
1,4.9,0,28,0
1,4.9,0,28,0
1,4.9,0,28,0
0,5,0,28,0
1,4.9,0,28,0
1,4.9,0,28,0
1,4.9,0,28,0
1,4.9,0,28,0
1,4.9,0,28,0
0,5,0,28,0
0,5,0,28,0
1,4.9,0,28,0
1,4.9,0,28,0
1,4.9,0,28,0
1,4.9,0,28,0
0,5,0,28,0
1,5.5,1,32,0
0,5.4,1,32,0
1,5.5,1,32,0
1,5.5,1,32,0
1,5.5,1,32,0
1,5.5,1,32,0
0,5.4,1,32,0
0,5.4,1,32,0
0,5.4,1,32,0
0,5.4,1,32,0
1,5.5,1,32,0
1,5.5,1,32,0
1,5.5,1,32,0
0,5.4,1,32,0
1,5.5,1,32,0
1,5.5,1,32,0
1,5.5,1,32,0
1,5.5,1,32,0
1,5.5,1,32,0
0,5.4,1,32,0
0,5.4,1,32,0
1,5.5,1,32,0
0,5.4,1,32,0
0,5.4,1,32,0
0,5.4,1,32,0
1,5.5,1,32,0
1,5.5,1,32,0
1,5.5,1,32,0
0,5.4,1,32,0
1,5.5,1,32,0
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
0,4.1,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
0,4.1,0,41,1
0,4.1,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
0,4.1,0,41,1
1,3.8,0,41,1
0,4.1,0,41,1
1,3.8,0,41,1
1,3.8,0,41,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
0,5.6,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
0,5.6,1,37,1
1,5.5,1,37,1
0,5.6,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
0,5.6,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
1,5.5,1,37,1
0,5.6,1,37,1
0,5.4,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
0,5.4,1,23,0
0,5.4,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
1,5.5,1,23,0
0,5.4,1,23,0
0,5.4,1,23,0
0,5.3,1,27,0
0,5.3,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
0,5.3,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
0,5.3,1,27,0
0,5.3,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
0,5.3,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
1,5.4,1,27,0
0,5.8,1,31,0
0,5.8,1,31,0
1,5.9,1,31,0
0,5.8,1,31,0
1,5.9,1,31,0
1,5.9,1,31,0
0,5.8,1,31,0
1,5.9,1,31,0
1,5.9,1,31,0
1,5.9,1,31,0
1,5.9,1,31,0
1,5.9,1,31,0
1,5.9,1,31,0
0,5.8,1,31,0
0,5.8,1,31,0
1,5.9,1,31,0
1,5.9,1,31,0
1,5.9,1,31,0
1,5.9,1,31,0
0,5.8,1,31,0
0,5.8,1,31,0
1,5.9,1,31,0
1,5.9,1,31,0
1,5.9,1,31,0
0,5.8,1,31,0
1,5.9,1,31,0
1,5.9,1,31,0
0,5.8,1,31,0
0,5.8,1,31,0
1,5.9,1,31,0
1,6,1,35,0
0,5.9,1,35,0
0,5.9,1,35,0
1,6,1,35,0
1,6,1,35,0
0,5.9,1,35,0
1,6,1,35,0
0,5.9,1,35,0
1,6,1,35,0
0,5.9,1,35,0
1,6,1,35,0
1,6,1,35,0
1,6,1,35,0
0,5.9,1,35,0
0,5.9,1,35,0
0,5.9,1,35,0
0,5.9,1,35,0
0,5.9,1,35,0
1,6,1,35,0
1,6,1,35,0
1,6,1,35,0
1,6,1,35,0
1,6,1,35,0
1,6,1,35,0
0,5.9,1,35,0
1,6,1,35,0
0,5.9,1,35,0
0,5.9,1,35,0
0,5.9,1,35,0
0,5.9,1,35,0
0,5.2,1,44,0
1,5.3,1,44,0
1,5.3,1,44,0
0,5.2,1,44,0
1,5.3,1,44,0
1,5.3,1,44,0
0,5.2,1,44,0
1,5.3,1,44,0
1,5.3,1,44,0
0,5.2,1,44,0
1,5.3,1,44,0
0,5.2,1,44,0
0,5.2,1,44,0
1,5.3,1,44,0
1,5.3,1,44,0
1,5.3,1,44,0
1,5.3,1,44,0
0,5.2,1,44,0
0,5.2,1,44,0
0,5.2,1,44,0
1,5.3,1,44,0
1,5.3,1,44,0
1,5.3,1,44,0
1,5.3,1,44,0
0,5.2,1,44,0
0,5.2,1,44,0
0,5.2,1,44,0
1,5.3,1,44,0
0,5.2,1,44,0
1,5.3,1,44,0
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
0,5.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.4,2,43,1
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
0,4.7,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
0,4.7,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
0,5,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
0,5,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,3.9,1,39,1
1,4.7,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
0,4.8,0,40,0
1,4.7,0,40,0
0,4.8,0,40,0
0,4.8,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
0,4.8,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
1,4.7,0,40,0
0,4.8,0,40,0
0,4.8,0,40,0
0,4.8,0,40,0
1,4.7,0,40,0
0,4.8,0,40,0
0,4.8,0,40,0
0,4.8,0,40,0
1,5.4,1,39,1
0,5.5,1,39,1
0,5.5,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
0,5.5,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
0,5.5,1,39,1
0,5.5,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
0,5.5,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
0,5.5,1,39,1
0,5.5,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
0,5.5,1,39,1
1,5.4,1,39,1
1,5.4,1,39,1
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
0,4.5,0,32,0
0,4.5,0,32,0
1,4.4,0,32,0
0,4.5,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
0,4.5,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
0,4.5,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,4.4,0,32,0
1,5.9,2,29,0
0,5.7,2,29,0
0,5.7,2,29,0
1,5.9,2,29,0
0,5.7,2,29,0
0,5.7,2,29,0
1,5.9,2,29,0
1,5.9,2,29,0
0,5.7,2,29,0
1,5.9,2,29,0
1,5.9,2,29,0
1,5.9,2,29,0
1,5.9,2,29,0
1,5.9,2,29,0
0,5.7,2,29,0
1,5.9,2,29,0
1,5.9,2,29,0
1,5.9,2,29,0
0,5.7,2,29,0
1,5.9,2,29,0
0,5.7,2,29,0
1,5.9,2,29,0
1,5.9,2,29,0
1,5.9,2,29,0
0,5.7,2,29,0
1,5.9,2,29,0
1,5.9,2,29,0
1,5.9,2,29,0
1,5.9,2,29,0
1,5.9,2,29,0
0,5.9,2,35,0
1,6.1,2,35,0
1,6.1,2,35,0
1,6.1,2,35,0
0,5.9,2,35,0
0,5.9,2,35,0
0,5.9,2,35,0
0,5.9,2,35,0
0,5.9,2,35,0
1,6.1,2,35,0
0,5.9,2,35,0
1,6.1,2,35,0
0,5.9,2,35,0
0,5.9,2,35,0
1,6.1,2,35,0
0,5.9,2,35,0
0,5.9,2,35,0
1,6.1,2,35,0
1,6.1,2,35,0
1,6.1,2,35,0
1,6.1,2,35,0
1,6.1,2,35,0
1,6.1,2,35,0
0,5.9,2,35,0
0,5.9,2,35,0
1,6.1,2,35,0
0,5.9,2,35,0
1,6.1,2,35,0
1,6.1,2,35,0
0,5.9,2,35,0
0,5.4,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
0,5.4,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
0,5.4,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
0,5.4,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
0,5.4,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
0,5.4,2,28,0
1,5.6,2,28,0
0,5.4,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
1,5.6,2,28,0
0,5.4,2,28,0
1,5.8,1,33,0
0,5.7,1,33,0
1,5.8,1,33,0
0,5.7,1,33,0
1,5.8,1,33,0
1,5.8,1,33,0
1,5.8,1,33,0
0,5.7,1,33,0
1,5.8,1,33,0
0,5.7,1,33,0
1,5.8,1,33,0
0,5.7,1,33,0
1,5.8,1,33,0
0,5.7,1,33,0
1,5.8,1,33,0
1,5.8,1,33,0
1,5.8,1,33,0
1,5.8,1,33,0
0,5.7,1,33,0
1,5.8,1,33,0
1,5.8,1,33,0
1,5.8,1,33,0
0,5.7,1,33,0
0,5.7,1,33,0
0,5.7,1,33,0
1,5.8,1,33,0
1,5.8,1,33,0
0,5.7,1,33,0
0,5.7,1,33,0
1,5.8,1,33,0
1,5.3,1,31,0
1,5.3,1,31,0
0,5.2,1,31,0
1,5.3,1,31,0
0,5.2,1,31,0
1,5.3,1,31,0
1,5.3,1,31,0
1,5.3,1,31,0
1,5.3,1,31,0
0,5.2,1,31,0
1,5.3,1,31,0
0,5.2,1,31,0
0,5.2,1,31,0
1,5.3,1,31,0
0,5.2,1,31,0
1,5.3,1,31,0
1,5.3,1,31,0
1,5.3,1,31,0
1,5.3,1,31,0
1,5.3,1,31,0
1,5.3,1,31,0
1,5.3,1,31,0
1,5.3,1,31,0
1,5.3,1,31,0
1,5.3,1,31,0
0,5.2,1,31,0
1,5.3,1,31,0
1,5.3,1,31,0
0,5.2,1,31,0
1,5.3,1,31,0
1,5.7,1,24,0
1,5.7,1,24,0
0,5.6,1,24,0
0,5.6,1,24,0
0,5.6,1,24,0
0,5.6,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
0,5.6,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
0,5.6,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
0,5.6,1,24,0
1,5.7,1,24,0
0,5.6,1,24,0
1,5.7,1,24,0
0,5.6,1,24,0
0,5.6,1,24,0
0,5.6,1,24,0
0,5.6,1,24,0
1,5.7,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
0,5.8,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
0,5.8,2,37,1
1,5.7,2,37,1
0,5.8,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
0,5.8,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
0,5.8,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
1,5.7,2,37,1
0,5.8,2,37,1
1,5.7,2,37,1
0,5.8,1,32,1
1,5.7,1,32,1
0,5.8,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
0,5.8,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
0,5.8,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
0,5.8,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,5.7,1,32,1
1,6.1,2,27,0
0,5.9,2,27,0
0,5.9,2,27,0
1,6.1,2,27,0
0,5.9,2,27,0
0,5.9,2,27,0
1,6.1,2,27,0
1,6.1,2,27,0
1,6.1,2,27,0
1,6.1,2,27,0
0,5.9,2,27,0
0,5.9,2,27,0
0,5.9,2,27,0
0,5.9,2,27,0
1,6.1,2,27,0
1,6.1,2,27,0
0,5.9,2,27,0
1,6.1,2,27,0
0,5.9,2,27,0
0,5.9,2,27,0
1,6.1,2,27,0
1,6.1,2,27,0
1,6.1,2,27,0
0,5.9,2,27,0
0,5.9,2,27,0
1,6.1,2,27,0
0,5.9,2,27,0
1,6.1,2,27,0
0,5.9,2,27,0
1,6.1,2,27,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
0,5.5,1,30,0
1,5.6,1,30,0
0,5.5,1,30,0
0,5.5,1,30,0
0,5.5,1,30,0
1,5.6,1,30,0
0,5.5,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
1,5.6,1,30,0
0,5.5,1,30,0
1,5.6,1,30,0
0,5.5,1,30,0
1,5.6,1,30,0
1,6,2,41,0
0,5.9,2,41,0
0,5.9,2,41,0
1,6,2,41,0
0,5.9,2,41,0
0,5.9,2,41,0
0,5.9,2,41,0
0,5.9,2,41,0
0,5.9,2,41,0
1,6,2,41,0
0,5.9,2,41,0
0,5.9,2,41,0
1,6,2,41,0
0,5.9,2,41,0
0,5.9,2,41,0
0,5.9,2,41,0
0,5.9,2,41,0
1,6,2,41,0
1,6,2,41,0
1,6,2,41,0
1,6,2,41,0
0,5.9,2,41,0
0,5.9,2,41,0
0,5.9,2,41,0
1,6,2,41,0
1,6,2,41,0
0,5.9,2,41,0
1,6,2,41,0
0,5.9,2,41,0
0,5.9,2,41,0
1,4.4,0,35,0
1,4.4,0,35,0
1,4.4,0,35,0
0,4.5,0,35,0
1,4.4,0,35,0
1,4.4,0,35,0
1,4.4,0,35,0
1,4.4,0,35,0
0,4.5,0,35,0
0,4.5,0,35,0
1,4.4,0,35,0
0,4.5,0,35,0
0,4.5,0,35,0
1,4.4,0,35,0
1,4.4,0,35,0
1,4.4,0,35,0
0,4.5,0,35,0
1,4.4,0,35,0
0,4.5,0,35,0
0,4.5,0,35,0
1,4.4,0,35,0
1,4.4,0,35,0
0,4.5,0,35,0
1,4.4,0,35,0
0,4.5,0,35,0
1,4.4,0,35,0
1,4.4,0,35,0
0,4.5,0,35,0
1,4.4,0,35,0
1,4.4,0,35,0
0,5.5,1,29,0
1,5.6,1,29,0
1,5.6,1,29,0
0,5.5,1,29,0
1,5.6,1,29,0
1,5.6,1,29,0
1,5.6,1,29,0
1,5.6,1,29,0
0,5.5,1,29,0
0,5.5,1,29,0
1,5.6,1,29,0
1,5.6,1,29,0
0,5.5,1,29,0
0,5.5,1,29,0
1,5.6,1,29,0
0,5.5,1,29,0
1,5.6,1,29,0
1,5.6,1,29,0
