treat,age,education,black,hispanic,married,nodegree,re74,re78
0,34,12,0,0,1,0,11755.6005859375,11821.8134765625
0,49,12,0,0,0,0,11755.6005859375,0
0,23,12,0,0,1,0,11755.6005859375,17732.71875
0,28,14,1,0,1,0,11755.6005859375,25874.9921875
0,43,12,0,0,1,0,11755.6005859375,295.5453186035156
0,28,16,0,0,0,0,11755.6005859375,0
0,29,12,1,0,1,0,11755.6005859375,20688.171875
0,53,12,0,0,1,0,11755.6005859375,5172.04296875
0,21,12,0,0,1,0,11755.6005859375,12560.67578125
0,24,13,1,0,1,0,11755.6005859375,31097.27734375
0,21,12,0,0,1,0,11755.6005859375,6649.76953125
0,24,12,0,0,1,0,11755.6005859375,13742.857421875
0,21,12,0,0,0,0,11755.6005859375,10048.541015625
0,23,14,0,0,1,0,11755.6005859375,25121.3515625
0,28,12,0,0,1,0,11755.6005859375,0
0,28,12,0,0,1,0,11755.6005859375,0
0,25,17,0,0,1,0,11755.6005859375,28963.44140625
0,23,13,0,0,1,0,11755.6005859375,16254.9921875
0,30,12,0,0,1,0,11755.6005859375,26599.078125
0,23,12,0,0,1,0,11755.6005859375,14186.1748046875
0,26,12,0,0,1,0,11755.6005859375,20688.171875
0,21,12,1,0,1,0,11755.6005859375,16254.9921875
0,26,12,0,0,1,0,11755.6005859375,17732.71875
0,25,12,1,0,1,0,11755.6005859375,21427.03515625
0,22,12,0,0,1,0,11755.6005859375,18102.150390625
0,28,16,0,0,1,0,11755.6005859375,20688.171875
0,22,13,1,0,1,0,11755.6005859375,0
0,24,16,0,0,1,0,11755.6005859375,31032.2578125
0,27,15,1,0,0,0,11755.6005859375,18442.02734375
0,19,12,0,0,0,0,11755.6005859375,16254.9921875
0,38,14,0,0,1,0,11755.6005859375,0
0,38,14,0,0,0,0,11755.6005859375,7388.6328125
0,45,12,0,0,1,0,11771.275390625,16822.439453125
0,26,12,1,0,1,0,11775.193359375,16342.177734375
0,31,16,0,0,1,0,11784.990234375,5390.74658203125
0,25,13,1,0,1,0,11931.9345703125,12656.7275390625
0,25,14,0,0,1,0,11973.0791015625,14777.265625
0,22,12,0,0,1,0,12051.4501953125,13151.7666015625
0,36,12,0,0,1,0,12147.4541015625,13299.5390625
0,27,12,0,0,1,0,12147.4541015625,20142.890625
0,33,12,0,0,1,0,12147.4541015625,24382.48828125
0,27,12,0,0,1,0,12147.4541015625,26599.078125
0,30,12,1,0,1,0,12225.8251953125,18962.1875
0,46,12,0,0,1,0,12343.380859375,11230.7216796875
0,23,14,0,0,1,0,12343.380859375,14186.1748046875
0,25,16,0,0,1,0,12343.380859375,21427.03515625
0,27,14,0,0,1,0,12419.7919921875,25178.982421875
0,49,16,0,0,1,0,12504.041015625,12560.67578125
0,22,12,0,0,1,0,12539.3076171875,14369.4130859375
0,28,16,0,0,1,0,12572.615234375,23495.853515625
0,24,12,1,0,1,0,12658.8232421875,19210.4453125
0,37,17,1,0,1,0,12735.234375,4236.64208984375
0,22,13,0,0,0,0,12735.234375,17732.71875
0,23,17,0,0,0,0,12735.234375,28076.8046875
0,23,12,1,0,0,0,12735.234375,20688.171875
0,26,12,0,0,1,0,12735.234375,14925.0380859375
0,22,12,0,0,0,0,12735.234375,21131.490234375
0,31,14,0,0,1,0,12735.234375,29850.076171875
0,31,14,0,0,1,0,12735.234375,29850.076171875
0,54,12,0,0,1,0,12735.234375,19343.44140625
0,25,16,1,0,1,0,12735.234375,10521.4130859375
0,28,12,1,0,1,0,12735.234375,17732.71875
0,19,13,0,0,1,0,12735.234375,28815.66796875
0,26,17,0,0,1,0,12735.234375,26599.078125
0,28,12,0,0,1,0,12813.60546875,16254.9921875
0,20,12,0,0,1,0,12931.1611328125,14777.265625
0,26,12,0,0,1,0,12931.1611328125,22165.8984375
0,25,17,0,0,1,0,12935.0791015625,36943.1640625
0,24,12,0,0,1,0,13029.1240234375,41571.40234375
0,22,12,0,0,1,0,13127.087890625,13595.083984375
0,27,17,0,0,1,0,13127.087890625,29554.53125
0,26,12,0,0,1,0,13127.087890625,12687.759765625
0,27,12,1,0,1,0,13127.087890625,11526.2666015625
0,19,12,0,0,1,0,13127.087890625,24382.48828125
0,29,17,0,0,1,0,13127.087890625,0
0,20,12,0,0,1,0,13244.6435546875,17289.400390625
0,25,12,0,0,1,0,13291.666015625,14777.265625
0,29,16,0,0,1,0,13323.013671875,17732.71875
0,23,14,0,0,0,0,13323.013671875,14777.265625
0,28,12,0,0,1,0,13323.013671875,10935.1767578125
0,30,14,0,0,1,0,13323.013671875,14777.265625
0,26,16,1,0,1,0,13323.013671875,19934.53125
0,24,12,0,1,1,0,13493.4697265625,21035.4375
0,22,12,1,0,1,0,13518.94140625,12560.67578125
0,27,12,0,0,1,0,13597.3115234375,13246.3408203125
0,22,12,1,0,1,0,13665.8857421875,13299.5390625
0,42,13,0,0,1,0,13701.1533203125,33987.7109375
0,22,12,1,0,1,0,13714.8681640625,664.97698974609375
0,47,12,0,0,1,0,13714.8681640625,12560.67578125
0,26,12,0,0,1,0,13714.8681640625,22904.76171875
0,21,12,0,0,1,0,13714.8681640625,14038.40234375
0,25,16,0,0,0,0,13714.8681640625,0
0,25,12,1,0,1,0,13714.8681640625,17732.71875
0,23,12,0,0,0,0,13714.8681640625,15959.447265625
0,33,12,1,0,0,0,13714.8681640625,9605.22265625
0,55,16,1,0,1,0,13714.8681640625,23531.318359375
0,47,12,1,0,1,0,13714.8681640625,14777.265625
0,20,12,1,0,1,0,13714.8681640625,8866.359375
0,26,12,1,0,1,0,13714.8681640625,11821.8134765625
0,31,12,0,0,1,0,13714.8681640625,14777.265625
0,30,12,0,0,1,0,13714.8681640625,2563.855712890625
0,21,12,1,0,0,0,13714.8681640625,11651.8740234375
0,28,17,0,0,1,0,13714.8681640625,6827.0966796875
0,24,12,0,0,1,0,13714.8681640625,17732.71875
0,28,12,0,0,1,0,13714.8681640625,19210.4453125
0,23,12,0,0,0,0,13714.8681640625,22165.8984375
0,35,12,0,0,0,0,13714.8681640625,26599.078125
0,27,14,0,0,1,0,13714.8681640625,13447.3115234375
0,23,12,0,0,1,0,13714.8681640625,24205.16015625
0,24,12,1,0,1,0,13714.8681640625,16254.9921875
0,24,12,0,0,1,0,13714.8681640625,16254.9921875
0,39,12,1,0,1,0,13714.8681640625,14629.4931640625
0,33,12,0,0,1,0,13714.8681640625,26081.873046875
0,45,14,0,0,1,0,13714.8681640625,30145.62109375
0,45,14,0,0,1,0,13714.8681640625,30145.62109375
0,27,12,1,0,1,0,13714.8681640625,25860.21484375
0,45,17,0,0,1,0,13714.8681640625,6649.76953125
0,23,16,0,0,0,0,13714.8681640625,31623.349609375
0,26,17,0,0,1,0,13714.8681640625,29554.53125
0,27,14,1,0,0,0,13812.8310546875,20688.171875
0,21,14,0,0,1,0,13832.423828125,591.09063720703125
0,20,12,0,0,1,0,13902.95703125,19653.763671875
0,29,12,0,0,1,0,13910.7939453125,19210.4453125
0,22,12,0,1,1,0,13910.7939453125,16218.048828125
0,24,12,0,0,0,0,13910.7939453125,19210.4453125
0,27,12,0,0,1,0,13910.7939453125,15072.810546875
0,23,12,0,0,1,0,14063.6171875,14777.265625
0,24,16,0,0,1,0,14067.5361328125,37829.80078125
0,23,16,0,0,0,0,14106.720703125,2955.453125
0,33,14,0,0,1,0,14106.720703125,17732.71875
0,21,12,0,0,0,0,14106.720703125,22165.8984375
0,23,12,0,0,1,0,14106.720703125,0
0,20,12,1,0,1,0,14322.240234375,14777.265625
0,24,12,0,0,1,0,14373.1806640625,7388.6328125
0,29,12,1,0,1,0,14392.7744140625,14777.265625
0,34,12,0,0,1,0,14498.57421875,10048.541015625
0,44,12,0,0,1,0,14498.57421875,14579.25
0,23,12,0,0,1,0,14498.57421875,19210.4453125
0,26,14,1,0,1,0,14506.4111328125,21678.248046875
0,51,12,0,0,1,0,14533.8408203125,17732.71875
0,41,12,0,0,1,0,14684.705078125,26599.078125
0,37,13,0,0,1,0,14694.5009765625,17732.71875
0,26,16,0,0,1,0,14694.5009765625,20688.171875
0,24,12,1,0,1,0,14694.5009765625,11821.8134765625
0,22,14,1,0,1,0,14694.5009765625,21397.48046875
0,27,12,1,0,1,0,14694.5009765625,14079.779296875
0,23,13,0,0,1,0,14694.5009765625,20688.171875
0,27,12,0,0,1,0,14694.5009765625,19210.4453125
0,28,12,1,0,1,0,14694.5009765625,19210.4453125
0,21,12,0,0,1,0,14694.5009765625,23643.625
0,28,12,0,0,1,0,14694.5009765625,0
0,22,13,0,0,1,0,14694.5009765625,0
0,20,12,0,0,1,0,14694.5009765625,26599.078125
0,24,16,0,0,1,0,14694.5009765625,27337.94140625
0,22,12,0,0,1,0,14694.5009765625,21870.353515625
0,27,12,0,1,1,0,14694.5009765625,37829.80078125
0,35,12,1,0,1,0,14694.5009765625,21279.263671875
0,23,16,0,0,1,0,14694.5009765625,29554.53125
0,22,16,0,0,1,0,14694.5009765625,2955.453125
0,23,16,0,0,1,0,14694.5009765625,25121.3515625
0,20,12,0,0,1,0,14694.5009765625,31032.2578125
0,22,12,1,0,1,0,14790.5048828125,14038.40234375
0,24,12,0,0,1,0,14890.427734375,27963.01953125
0,26,12,0,0,1,0,14890.427734375,0
0,42,12,1,0,1,0,14988.390625,0
0,28,15,0,0,1,0,15082.435546875,13986.681640625
0,24,13,0,0,1,0,15282.28125,32509.984375
0,50,12,0,0,1,0,15282.28125,13151.7666015625
0,50,12,0,0,1,0,15282.28125,13151.7666015625
0,28,13,0,0,1,0,15282.28125,14038.40234375
0,25,12,0,0,1,0,15282.28125,25121.3515625
0,31,12,1,0,0,0,15282.28125,14777.265625
0,32,16,1,0,1,0,15282.28125,28076.8046875
0,22,12,0,0,1,0,15282.28125,21870.353515625
0,22,13,1,0,1,0,15403.755859375,18660.73046875
0,26,12,1,0,1,0,15411.5927734375,11082.94921875
0,22,12,0,0,1,0,15478.2080078125,14186.1748046875
0,29,12,0,0,0,0,15478.2080078125,12615.3515625
0,53,17,0,0,1,0,15478.2080078125,15663.90234375
0,25,12,0,0,1,0,15478.2080078125,31327.802734375
0,26,12,1,0,1,0,15478.2080078125,19949.30859375
0,24,16,0,0,0,0,15587.9267578125,19210.4453125
0,27,17,0,0,0,0,15674.1337890625,41376.34375
0,46,12,0,0,1,0,15674.1337890625,20688.171875
0,25,12,1,0,1,0,15674.1337890625,10512.546875
0,21,13,0,0,0,0,15674.1337890625,1733.373291015625
0,37,12,0,0,1,0,15674.1337890625,28076.8046875
0,37,12,0,0,1,0,15674.1337890625,28076.8046875
0,28,15,1,0,1,0,15674.1337890625,31032.2578125
0,22,12,0,0,0,0,15674.1337890625,28963.44140625
0,22,12,0,0,0,0,15674.1337890625,20688.171875
0,27,12,0,0,1,0,15674.1337890625,19210.4453125
0,21,13,1,0,1,0,15674.1337890625,25121.3515625
0,49,16,0,0,1,0,15674.1337890625,17732.71875
0,26,12,0,0,1,0,15674.1337890625,0
0,33,14,0,0,1,0,15674.1337890625,13890.6298828125
0,28,15,0,0,1,0,15674.1337890625,15959.447265625
0,29,17,0,0,1,0,15674.1337890625,25860.21484375
0,54,16,1,0,1,0,15674.1337890625,11821.8134765625
0,25,14,0,1,1,0,15674.1337890625,20702.94921875
0,32,12,0,0,1,0,15674.1337890625,13299.5390625
0,40,12,0,0,1,0,15674.1337890625,16254.9921875
0,40,12,0,0,1,0,15674.1337890625,16254.9921875
0,27,16,0,0,1,0,15674.1337890625,22165.8984375
0,24,12,0,0,1,0,15674.1337890625,17732.71875
0,43,12,0,0,1,0,15674.1337890625,13831.521484375
0,25,16,0,0,1,0,15674.1337890625,19062.673828125
0,26,12,1,0,1,0,15674.1337890625,15516.12890625
0,34,12,1,0,1,0,15674.1337890625,17732.71875
0,21,13,0,0,1,0,15674.1337890625,25121.3515625
0,21,12,1,0,1,0,15674.1337890625,11821.8134765625
0,23,12,1,0,1,0,15674.1337890625,19210.4453125
0,26,12,0,0,1,0,15674.1337890625,35022.12109375
0,28,14,0,0,1,0,15674.1337890625,16254.9921875
0,26,17,0,0,1,0,15674.1337890625,19210.4453125
0,20,14,0,0,0,0,15674.1337890625,26599.078125
0,26,12,1,0,1,0,15674.1337890625,20688.171875
0,21,12,1,0,1,0,15674.1337890625,19210.4453125
0,41,12,0,0,1,0,15674.1337890625,32509.984375
0,28,16,0,0,1,0,15674.1337890625,28815.66796875
0,23,16,0,0,0,0,15674.1337890625,26599.078125
0,22,12,0,0,1,0,15674.1337890625,31771.12109375
0,27,14,0,1,0,0,15674.1337890625,27337.94140625
0,26,16,0,0,1,0,15674.1337890625,29554.53125
0,54,12,0,0,1,0,15674.1337890625,0
0,54,12,0,0,1,0,15674.1337890625,0
0,54,12,1,0,0,0,15674.1337890625,20688.171875
0,37,16,0,0,0,0,15674.1337890625,29258.986328125
0,32,13,0,0,1,0,15674.1337890625,22018.126953125
0,29,12,0,0,1,0,15678.052734375,10196.3134765625
0,22,13,0,0,1,0,15870.060546875,35465.4375
0,23,12,1,0,1,0,15870.060546875,27781.259765625
0,36,12,0,0,1,0,15873.98046875,17444.5625
0,21,13,0,0,1,0,15960.1865234375,14777.265625
0,21,12,0,0,1,0,15987.6171875,14481.7197265625
0,26,12,1,0,1,0,15987.6171875,19505.990234375
0,28,12,1,0,1,0,15987.6171875,13299.5390625
0,43,12,0,0,1,0,15989.576171875,14777.265625
0,27,12,1,0,1,0,16011.1279296875,20460.6015625
0,36,17,0,0,0,0,16015.046875,29584.0859375
0,23,12,0,0,1,0,16065.98828125,25564.669921875
0,31,12,0,0,1,0,16065.98828125,17732.71875
0,25,14,0,0,1,0,16065.98828125,18471.58203125
0,35,12,1,0,1,0,16065.98828125,19210.4453125
0,23,16,0,0,1,0,16065.98828125,20688.171875
0,21,12,0,0,1,0,16065.98828125,28815.66796875
0,22,12,0,0,0,0,16230.56640625,2955.453125
0,36,12,1,0,1,0,16261.9140625,22165.8984375
0,21,12,0,0,1,0,16306.9775390625,11969.5849609375
0,28,12,0,0,1,0,16393.185546875,0
0,24,12,0,1,1,0,16457.841796875,21870.353515625
0,30,12,0,0,0,0,16457.841796875,15146.697265625
0,44,12,0,0,1,0,16457.841796875,17289.400390625
0,30,12,0,0,1,0,16457.841796875,19949.30859375
0,34,12,0,0,1,0,16457.841796875,20688.171875
0,26,16,0,0,1,0,16457.841796875,40637.48046875
0,23,16,0,0,1,0,16457.841796875,18471.58203125
0,20,12,0,0,0,0,16497.025390625,19653.763671875
0,26,13,0,0,0,0,16653.767578125,8866.359375
0,21,12,1,0,1,0,16653.767578125,7388.6328125
0,25,12,0,0,1,0,16653.767578125,17732.71875
0,23,15,0,0,1,0,16653.767578125,16993.85546875
0,25,12,1,0,0,0,16653.767578125,22904.76171875
0,28,16,0,0,1,0,16653.767578125,17437.173828125
0,38,14,0,0,1,0,16653.767578125,19505.990234375
0,29,17,0,0,1,0,16653.767578125,17732.71875
0,24,17,0,0,1,0,16653.767578125,20688.171875
0,25,16,1,0,1,0,16653.767578125,21870.353515625
0,55,12,0,0,1,0,16653.767578125,16254.9921875
0,30,14,0,0,1,0,16653.767578125,0
0,21,12,0,0,0,0,16653.767578125,19210.4453125
0,26,12,0,0,1,0,16653.767578125,17732.71875
0,34,12,0,0,1,0,16653.767578125,16254.9921875
0,22,12,0,0,1,0,16653.767578125,26007.98828125
0,22,16,0,0,0,0,16653.767578125,37682.02734375
0,27,15,0,0,0,0,16653.767578125,23643.625
0,26,12,0,0,0,0,16653.767578125,2955.453125
0,26,16,0,0,1,0,16653.767578125,29554.53125
0,24,14,1,0,1,0,16653.767578125,40637.48046875
0,26,14,1,0,0,0,16667.482421875,28815.66796875
0,23,12,1,0,1,0,16708.626953125,7565.9599609375
0,28,14,0,0,0,0,16849.6953125,1921.0445556640625
0,21,12,0,0,1,0,16849.6953125,0
0,30,12,0,0,1,0,16849.6953125,18978.44140625
0,24,12,0,0,1,0,16849.6953125,25121.3515625
0,51,12,0,0,1,0,16849.6953125,17732.71875
0,21,14,0,0,0,0,16849.6953125,35465.4375
0,22,14,1,0,1,0,16849.6953125,24086.943359375
0,24,12,0,0,1,0,16884.9609375,23080.611328125
0,23,15,0,0,1,0,16955.494140625,25514.427734375
0,26,14,0,0,1,0,17045.62109375,38716.4375
0,45,12,0,0,1,0,17104.3984375,18176.037109375
0,46,13,0,0,1,0,17241.548828125,14777.265625
0,29,12,0,0,1,0,17241.548828125,33544.39453125
0,26,14,0,0,1,0,17241.548828125,24530.26171875
0,27,16,0,0,1,0,17241.548828125,22165.8984375
0,26,14,0,0,1,0,17437.474609375,14771.35546875
0,20,15,0,0,1,0,17437.474609375,18471.58203125
0,23,12,0,0,1,0,17437.474609375,21427.03515625
0,30,16,0,0,1,0,17437.474609375,15516.12890625
0,24,12,0,0,1,0,17437.474609375,16254.9921875
0,23,12,0,0,1,0,17633.400390625,23643.625
0,34,12,0,0,1,0,17633.400390625,0
0,24,12,0,1,1,0,17633.400390625,22165.8984375
0,43,12,1,0,1,0,17633.400390625,21858.53125
0,28,14,1,0,1,0,17633.400390625,16254.9921875
0,20,12,0,0,1,0,17633.400390625,28815.66796875
0,23,12,1,0,1,0,17633.400390625,15516.12890625
0,27,14,1,0,1,0,17633.400390625,26599.078125
0,53,12,0,0,1,0,17633.400390625,19210.4453125
0,28,16,0,0,1,0,17633.400390625,22165.8984375
0,26,12,0,0,1,0,17633.400390625,25121.3515625
0,25,15,0,0,1,0,17633.400390625,18619.35546875
0,29,14,0,0,1,0,17633.400390625,19699.572265625
0,26,12,1,0,1,0,17633.400390625,23643.625
0,55,16,0,0,1,0,17633.400390625,22165.8984375
0,22,12,0,1,1,0,17633.400390625,14777.265625
0,33,12,0,0,1,0,17633.400390625,15811.673828125
0,34,14,0,1,1,0,17633.400390625,8866.359375
0,24,12,0,0,1,0,17633.400390625,19949.30859375
0,24,12,0,0,1,0,17633.400390625,32509.984375
0,26,12,1,0,1,0,17633.400390625,18471.58203125
0,45,12,0,0,1,0,17633.400390625,19949.30859375
0,22,12,0,0,1,0,17633.400390625,23643.625
0,55,14,0,0,1,0,17633.400390625,2068.817138671875
0,24,12,0,0,1,0,17633.400390625,11526.2666015625
0,23,12,0,0,1,0,17633.400390625,4433.1796875
0,24,13,1,0,0,0,17633.400390625,22165.8984375
0,31,13,0,0,1,0,17633.400390625,23643.625
0,43,12,0,0,1,0,17633.400390625,28076.8046875
0,43,12,0,0,1,0,17633.400390625,28076.8046875
0,23,12,1,0,1,0,17672.587890625,12294.6845703125
0,22,12,0,0,1,0,17703.935546875,20688.171875
0,30,12,1,0,1,0,17760.75390625,19210.4453125
0,28,12,0,0,0,0,17829.328125,16240.21484375
0,28,12,0,0,1,0,17829.328125,20688.171875
0,21,12,0,0,0,0,17829.328125,26599.078125
0,28,13,0,0,1,0,17876.349609375,22452.578125
0,25,14,0,0,1,0,17939.046875,9974.654296875
0,54,12,0,0,1,0,18025.255859375,23643.625
0,26,16,0,0,1,0,18025.255859375,20983.716796875
0,26,16,0,0,1,0,18025.255859375,28076.8046875
0,49,13,0,0,1,0,18221.181640625,17732.71875
0,21,13,1,0,0,0,18221.181640625,21870.353515625
0,26,16,0,0,1,0,18221.181640625,18471.58203125
0,30,12,1,0,1,0,18338.736328125,22165.8984375
0,21,13,0,0,1,0,18417.107421875,27337.94140625
0,33,12,0,0,1,0,18417.107421875,20688.171875
0,33,12,0,0,1,0,18417.107421875,20688.171875
0,40,12,0,0,1,0,18417.107421875,17289.400390625
0,27,16,0,0,1,0,18417.107421875,25860.21484375
0,21,12,0,0,1,0,18417.107421875,28224.578125
0,31,12,0,0,1,0,18593.44140625,16254.9921875
0,27,14,1,0,1,0,18613.03515625,13299.5390625
0,47,17,0,0,1,0,18613.03515625,35465.4375
0,32,12,1,0,1,0,18613.03515625,17732.71875
0,28,12,1,0,0,0,18613.03515625,19949.30859375
0,35,14,0,0,1,0,18613.03515625,22424.501953125
0,26,14,0,0,1,0,18613.03515625,28076.8046875
0,37,12,0,0,1,0,18613.03515625,23052.53515625
0,23,12,0,0,0,0,18613.03515625,32953.3046875
0,44,12,1,0,1,0,18613.03515625,19210.4453125
0,44,12,1,0,1,0,18613.03515625,19210.4453125
0,36,12,1,0,1,0,18613.03515625,33692.1640625
0,26,12,0,0,1,0,18677.689453125,24973.578125
0,23,14,0,0,1,0,18722.75390625,28076.8046875
0,32,13,1,0,1,0,18808.9609375,26599.078125
0,33,12,0,0,0,0,18808.9609375,17502.193359375
0,37,12,1,0,1,0,18808.9609375,32509.984375
0,27,12,0,0,1,0,18808.9609375,19505.990234375
0,43,12,0,0,1,0,18808.9609375,26155.759765625
0,27,16,0,0,1,0,18808.9609375,18471.58203125
0,24,12,0,0,1,0,18808.9609375,18323.810546875
0,24,12,0,0,1,0,18808.9609375,23052.53515625
0,34,12,1,0,0,0,18848.146484375,12560.67578125
0,42,12,0,0,1,0,18879.494140625,19210.4453125
0,24,13,1,0,1,0,18881.453125,12560.67578125
0,27,12,0,0,1,0,18924.55859375,22165.8984375
0,23,12,1,0,1,0,19004.888671875,13299.5390625
0,26,16,0,0,1,0,19004.888671875,26599.078125
0,27,12,1,0,1,0,19004.888671875,19210.4453125
0,37,12,1,0,1,0,19004.888671875,25860.21484375
0,37,12,0,0,1,0,19016.64453125,16993.85546875
0,26,12,0,1,1,0,19055.828125,13299.5390625
0,23,12,0,0,1,0,19096.974609375,16993.85546875
0,26,13,0,0,1,0,19200.814453125,18471.58203125
0,27,16,0,0,1,0,19200.814453125,0
0,27,12,0,0,0,0,19200.814453125,23643.625
0,29,14,0,0,1,0,19200.814453125,23052.53515625
0,25,16,0,0,1,0,19200.814453125,33396.62109375
0,26,12,0,0,1,0,19263.51171875,24627.791015625
0,22,14,0,0,1,0,19279.185546875,17289.400390625
0,28,12,0,0,1,0,19298.77734375,29554.53125
0,46,12,0,0,1,0,19394.78125,20431.048828125
0,33,17,0,0,0,0,19396.740234375,1539.7911376953125
0,23,12,0,0,1,0,19396.740234375,25121.3515625
0,23,12,0,0,1,0,19396.740234375,0
0,23,13,0,0,1,0,19396.740234375,31032.2578125
0,26,16,0,0,1,0,19396.740234375,25564.669921875
0,24,16,1,0,0,0,19494.705078125,23643.625
0,37,12,1,0,1,0,19586.7890625,14777.265625
0,50,16,0,0,0,0,19592.66796875,23643.625
0,26,13,0,0,1,0,19592.66796875,23643.625
0,21,12,1,0,0,0,19592.66796875,22165.8984375
0,25,12,1,0,1,0,19592.66796875,24642.568359375
0,24,13,1,0,1,0,19592.66796875,18442.02734375
0,24,12,1,0,0,0,19592.66796875,19210.4453125
0,32,14,1,0,1,0,19592.66796875,14777.265625
0,27,16,0,0,1,0,19592.66796875,17720.896484375
0,21,12,0,1,1,0,19592.66796875,17732.71875
0,24,16,0,0,1,0,19592.66796875,31032.2578125
0,45,14,0,0,1,0,19592.66796875,17732.71875
0,38,12,0,0,1,0,19592.66796875,16286.025390625
0,27,15,0,0,1,0,19592.66796875,23643.625
0,20,12,1,0,1,0,19592.66796875,12708.44921875
0,23,12,1,0,1,0,19592.66796875,22165.8984375
0,33,12,0,0,1,0,19592.66796875,25014.955078125
0,24,13,0,0,1,0,19592.66796875,22313.671875
0,44,12,0,0,1,0,19592.66796875,15368.3564453125
0,34,12,1,0,1,0,19592.66796875,19210.4453125
0,23,12,1,0,1,0,19592.66796875,14777.265625
0,27,12,1,0,1,0,19592.66796875,25121.3515625
0,25,16,0,0,1,0,19592.66796875,25712.44140625
0,22,12,0,0,1,0,19592.66796875,23643.625
0,24,16,0,0,0,0,19592.66796875,16993.85546875
0,23,12,0,0,1,0,19592.66796875,16254.9921875
0,31,16,0,0,1,0,19592.66796875,17732.71875
0,23,12,1,0,1,0,19592.66796875,26599.078125
0,27,12,0,0,1,0,19592.66796875,32657.7578125
0,20,12,1,0,1,0,19592.66796875,23643.625
0,20,12,0,0,1,0,19592.66796875,17732.71875
0,52,15,0,0,1,0,19592.66796875,17437.173828125
0,33,16,0,0,1,0,19592.66796875,26599.078125
0,40,12,0,0,1,0,19592.66796875,21279.263671875
0,31,12,1,0,1,0,19592.66796875,20259.630859375
0,35,12,0,0,1,0,19592.66796875,22535.330078125
0,33,12,0,0,0,0,19592.66796875,13299.5390625
0,22,12,0,0,1,0,19592.66796875,17732.71875
0,29,16,1,0,1,0,19592.66796875,42854.0703125
0,26,12,0,0,1,0,19592.66796875,21982.66015625
0,23,12,0,0,1,0,19592.66796875,24884.916015625
0,30,12,0,0,1,0,19592.66796875,23348.080078125
0,43,12,0,0,1,0,19592.66796875,22165.8984375
0,43,12,0,0,1,0,19592.66796875,22165.8984375
0,31,12,0,0,1,0,19592.66796875,25121.3515625
0,23,12,0,0,1,0,19592.66796875,20688.171875
0,23,13,0,0,1,0,19592.66796875,21279.263671875
0,28,16,0,0,1,0,19592.66796875,32509.984375
0,30,12,0,0,1,0,19592.66796875,29554.53125
0,53,12,1,0,1,0,19592.66796875,23643.625
0,32,12,0,0,1,0,19592.66796875,29554.53125
0,43,12,0,0,1,0,19592.66796875,29338.783203125
0,43,12,0,0,1,0,19592.66796875,29338.783203125
0,37,17,0,0,0,0,19592.66796875,22165.8984375
0,23,12,1,0,1,0,19592.66796875,21427.03515625
0,28,12,1,0,1,0,19592.66796875,25860.21484375
0,27,14,1,0,0,0,19592.66796875,28815.66796875
0,46,12,0,0,0,0,19592.66796875,29554.53125
0,30,12,1,0,1,0,19592.66796875,25897.158203125
0,35,17,0,0,1,0,19592.66796875,36943.1640625
0,26,15,0,0,1,0,19596.587890625,23643.625
0,25,12,0,0,1,0,19641.650390625,23643.625
0,24,12,0,0,1,0,19706.3046875,25121.3515625
0,22,14,0,0,1,0,19727.857421875,22284.1171875
0,27,13,0,0,1,0,19735.6953125,36943.1640625
0,36,12,1,0,1,0,19749.408203125,23643.625
0,35,13,0,0,1,0,19788.595703125,14777.265625
0,34,12,1,0,1,0,19788.595703125,31032.2578125
0,28,14,0,0,1,0,19984.521484375,31032.2578125
0,18,12,0,0,1,0,19984.521484375,26599.078125
0,21,12,0,0,1,0,20068.76953125,56892.47265625
0,28,16,1,0,1,0,20082.484375,21279.263671875
0,24,14,0,0,1,0,20141.263671875,0
0,30,12,0,0,1,0,20180.447265625,33987.7109375
0,42,12,0,0,1,0,20180.447265625,0
0,24,12,0,0,1,0,20180.447265625,29554.53125
0,40,12,0,0,1,0,20180.447265625,17732.71875
0,25,17,0,0,1,0,20180.447265625,22904.76171875
0,27,17,0,0,1,0,20180.447265625,28520.123046875
0,24,16,0,0,1,0,20200.041015625,42854.0703125
0,25,16,1,0,0,0,20233.34765625,23052.53515625
0,53,16,0,0,1,0,20343.06640625,19930.09765625
0,28,12,0,0,1,0,20376.375,32509.984375
0,20,12,0,0,1,0,20376.375,16993.85546875
0,26,12,0,0,1,0,20376.375,22165.8984375
0,33,12,0,0,1,0,20503.7265625,20688.171875
0,24,14,0,0,0,0,20572.30078125,12412.9033203125
0,38,12,1,0,0,0,20572.30078125,16254.9921875
0,27,12,0,0,1,0,20572.30078125,24530.26171875
0,27,16,0,0,1,0,20572.30078125,88663.59375
0,31,13,0,0,1,0,20572.30078125,29554.53125
0,26,15,0,0,1,0,20572.30078125,23643.625
0,28,16,0,0,1,0,20572.30078125,22165.8984375
0,26,17,0,0,1,0,20572.30078125,35465.4375
0,52,12,0,0,1,0,20572.30078125,20688.171875
0,25,12,0,0,1,0,20572.30078125,22461.443359375
0,24,12,0,0,1,0,20572.30078125,22165.8984375
0,41,12,0,0,1,0,20572.30078125,25310.501953125
0,40,12,0,0,1,0,20572.30078125,32586.826171875
0,40,12,0,0,1,0,20572.30078125,32586.826171875
0,32,13,0,0,1,0,20572.30078125,7388.6328125
0,24,12,1,0,1,0,20572.30078125,31032.2578125
