year,month,occupation_title,ai_exposure,ai_complementarity,labour_force,employment,full_time_employment,part_time_employment,unemployment,unemployment_rate
2020,10,Natural and applied sciences and related occupations,High,High,1742.6,1686,1585,101,56.6,3.2
2020,11,Natural and applied sciences and related occupations,High,High,1733.8,1671.4,1571.6,99.8,62.5,3.6
2020,12,Natural and applied sciences and related occupations,High,High,1703.9,1637.6,1543.2,94.4,66.3,3.9
2021,1,Natural and applied sciences and related occupations,High,High,1698.6,1643.5,1554.4,89.2,55.1,3.2
2021,2,Natural and applied sciences and related occupations,High,High,1637.7,1577.3,1487.4,89.9,60.4,3.7
2021,3,Natural and applied sciences and related occupations,High,High,1647.7,1588.2,1497.6,90.6,59.5,3.6
2021,4,Natural and applied sciences and related occupations,High,High,1645.9,1602.8,1520.2,82.5,43.2,2.6
2021,5,Natural and applied sciences and related occupations,High,High,1692.4,1649.3,1570,79.3,43.1,2.5
2021,6,Natural and applied sciences and related occupations,High,High,1731.2,1689.2,1612.3,76.9,42.1,2.4
2021,7,Natural and applied sciences and related occupations,High,High,1737.6,1703.8,1615.1,88.7,33.8,1.9
2021,8,Natural and applied sciences and related occupations,High,High,1760.7,1730.9,1654.4,76.5,29.8,1.7
2021,9,Natural and applied sciences and related occupations,High,High,1756.9,1725.2,1643.6,81.5,31.7,1.8
2021,10,Natural and applied sciences and related occupations,High,High,1727.4,1700.4,1615,85.4,27,1.6
2021,11,Natural and applied sciences and related occupations,High,High,1815.3,1781.2,1684.4,96.8,34.1,1.9
2021,12,Natural and applied sciences and related occupations,High,High,1754.5,1717,1639.4,77.6,37.5,2.1
2022,1,Natural and applied sciences and related occupations,High,High,1784.1,1744.2,1663.5,80.6,40,2.2
2022,2,Natural and applied sciences and related occupations,High,High,1792.6,1757.5,1679.5,78.1,35.1,2
2022,3,Natural and applied sciences and related occupations,High,High,1786.2,1754,1654.9,99,32.2,1.8
2022,4,Natural and applied sciences and related occupations,High,High,1821.1,1778.9,1682.9,95.9,42.2,2.3
2022,5,Natural and applied sciences and related occupations,High,High,1860.6,1819,1737.3,81.6,41.6,2.2
2022,6,Natural and applied sciences and related occupations,High,High,1868.7,1834.1,1753.2,80.9,34.7,1.9
2022,7,Natural and applied sciences and related occupations,High,High,1845,1813.3,1746.4,67,31.7,1.7
2022,8,Natural and applied sciences and related occupations,High,High,1854.6,1820.6,1745.3,75.3,34,1.8
2022,9,Natural and applied sciences and related occupations,High,High,1806.5,1755.6,1676.2,79.4,50.9,2.8
2022,10,Natural and applied sciences and related occupations,High,High,1789.6,1752,1663.4,88.7,37.6,2.1
2022,11,Natural and applied sciences and related occupations,High,High,1800.6,1761.8,1684.2,77.6,38.8,2.2
2022,12,Natural and applied sciences and related occupations,High,High,1803.5,1768.4,1692.2,76.3,35.1,1.9
2023,1,Natural and applied sciences and related occupations,High,High,1805.3,1771.2,1694.5,76.7,34.1,1.9
2023,2,Natural and applied sciences and related occupations,High,High,1797.1,1750.7,1682.3,68.4,46.4,2.6
2023,3,Natural and applied sciences and related occupations,High,High,1781,1743.2,1662.8,80.5,37.8,2.1
2023,4,Natural and applied sciences and related occupations,High,High,1788.5,1753.1,1672,81.1,35.4,2
2023,5,Natural and applied sciences and related occupations,High,High,1794.4,1749.8,1666.6,83.2,44.7,2.5
2023,6,Natural and applied sciences and related occupations,High,High,1824.9,1790.3,1715,75.3,34.6,1.9
2023,7,Natural and applied sciences and related occupations,High,High,1870.5,1816.1,1739.9,76.1,54.4,2.9
2023,8,Natural and applied sciences and related occupations,High,High,1843.7,1794.1,1717.7,76.3,49.7,2.7
2023,9,Natural and applied sciences and related occupations,High,High,1802,1755.7,1675.8,80,46.2,2.6
2023,10,Natural and applied sciences and related occupations,High,High,1814.2,1763.9,1687.8,76.1,50.3,2.8
2023,11,Natural and applied sciences and related occupations,High,High,1883.8,1817.8,1724.9,92.9,66,3.5
2023,12,Natural and applied sciences and related occupations,High,High,1860.7,1799.2,1713.1,86.1,61.5,3.3
2024,1,Natural and applied sciences and related occupations,High,High,1865.2,1799.3,1708.5,90.8,65.9,3.5
2024,2,Natural and applied sciences and related occupations,High,High,1920.7,1861.9,1767.4,94.5,58.8,3.1
2024,3,Natural and applied sciences and related occupations,High,High,1878.5,1812,1727.8,84.2,66.4,3.5
2024,4,Natural and applied sciences and related occupations,High,High,1894.2,1831.1,1757.4,73.7,63.2,3.3
2024,5,Natural and applied sciences and related occupations,High,High,1896.2,1835.5,1766.6,68.9,60.7,3.2
2024,6,Natural and applied sciences and related occupations,High,High,1911.1,1856.2,1790.8,65.4,54.8,2.9
2024,7,Natural and applied sciences and related occupations,High,High,1923.6,1863.4,1802.1,61.2,60.2,3.1
2024,8,Natural and applied sciences and related occupations,High,High,1912,1845.8,1778.8,67,66.2,3.5
2024,9,Natural and applied sciences and related occupations,High,High,1916.4,1855,1778,77,61.4,3.2
2024,10,Natural and applied sciences and related occupations,High,High,1912.9,1865.2,1775,90.2,47.7,2.5
2024,11,Natural and applied sciences and related occupations,High,High,1952.1,1876,1795.7,80.3,76.1,3.9
2024,12,Natural and applied sciences and related occupations,High,High,1921.6,1852.4,1767.3,85.1,69.2,3.6
2025,1,Natural and applied sciences and related occupations,High,High,1969.2,1900.8,1817.3,83.5,68.3,3.5
2025,2,Natural and applied sciences and related occupations,High,High,1942,1863.8,1785,78.8,78.2,4
2025,3,Natural and applied sciences and related occupations,High,High,1926,1847.9,1765.3,82.6,78.1,4.1
2025,4,Natural and applied sciences and related occupations,High,High,1913.1,1850.6,1767.6,83,62.6,3.3
2025,5,Natural and applied sciences and related occupations,High,High,1965.8,1900.2,1817.8,82.4,65.6,3.3
2025,6,Natural and applied sciences and related occupations,High,High,2041.7,1968.8,1869.6,99.2,73,3.6
2025,7,Natural and applied sciences and related occupations,High,High,2014.2,1956.8,1860.1,96.7,57.4,2.8
2025,8,Natural and applied sciences and related occupations,High,High,2057.1,1985.9,1894.8,91.1,71.2,3.5
2025,9,Natural and applied sciences and related occupations,High,High,2035.5,1990,1880.9,109,45.5,2.2
2010,1,Health occupations,Medium,High,1101.7,1083.4,821.5,261.9,18.3,1.7
2010,2,Health occupations,Medium,High,1095.1,1075,819.7,255.3,20.2,1.8
2010,3,Health occupations,Medium,High,1110.3,1093.6,816.6,277,16.6,1.5
2010,4,Health occupations,Medium,High,1112,1094.5,809.3,285.2,17.5,1.6
2010,5,Health occupations,Medium,High,1116.6,1099.3,828,271.3,17.3,1.5
2010,6,Health occupations,Medium,High,1145.2,1129.4,840.7,288.8,15.7,1.4
2010,7,Health occupations,Medium,High,1155.8,1138.2,853.4,284.8,17.6,1.5
2010,8,Health occupations,Medium,High,1176,1154.2,875.9,278.3,21.8,1.9
2010,9,Health occupations,Medium,High,1132,1113.3,829.2,284.1,18.7,1.7
2010,10,Health occupations,Medium,High,1133.5,1109,838.1,270.8,24.6,2.2
2010,11,Health occupations,Medium,High,1146.1,1124.2,849.4,274.8,21.9,1.9
2010,12,Health occupations,Medium,High,1131.3,1111,838.4,272.6,20.2,1.8
2011,1,Health occupations,Medium,High,1150.2,1132.5,844,288.5,17.7,1.5
2011,2,Health occupations,Medium,High,1161.4,1142.7,858.8,284,18.7,1.6
2011,3,Health occupations,Medium,High,1154.9,1134.4,840.5,293.9,20.5,1.8
2011,4,Health occupations,Medium,High,1165.1,1144.9,859.9,285,20.1,1.7
2011,5,Health occupations,Medium,High,1185.6,1161.4,878.9,282.4,24.3,2
2011,6,Health occupations,Medium,High,1189.3,1171.6,885.4,286.2,17.7,1.5
2011,7,Health occupations,Medium,High,1191.1,1175.5,913.2,262.3,15.6,1.3
2011,8,Health occupations,Medium,High,1204.4,1182.3,918.5,263.7,22.2,1.8
2011,9,Health occupations,Medium,High,1177.5,1162.3,890.3,272,15.3,1.3
2011,10,Health occupations,Medium,High,1196.2,1182.2,903.4,278.8,14,1.2
2011,11,Health occupations,Medium,High,1192.1,1177.8,890.1,287.7,14.3,1.2
2011,12,Health occupations,Medium,High,1196.4,1179.9,904.1,275.8,16.4,1.4
2012,1,Health occupations,Medium,High,1188.4,1174.2,883,291.2,14.2,1.2
2012,2,Health occupations,Medium,High,1199.6,1184.7,912.8,271.8,14.9,1.2
2012,3,Health occupations,Medium,High,1207.4,1196.4,912,284.3,11,0.9
2012,4,Health occupations,Medium,High,1216.8,1198,898.3,299.7,18.8,1.5
2012,5,Health occupations,Medium,High,1228,1206.7,924.4,282.2,21.3,1.7
2012,6,Health occupations,Medium,High,1220.4,1199,931.6,267.4,21.4,1.8
2012,7,Health occupations,Medium,High,1206,1185.5,917.7,267.8,20.5,1.7
2012,8,Health occupations,Medium,High,1211.1,1189.7,923.2,266.5,21.4,1.8
2012,9,Health occupations,Medium,High,1204.1,1185.9,891.9,294,18.2,1.5
2012,10,Health occupations,Medium,High,1191.9,1172,888.8,283.2,19.9,1.7
2012,11,Health occupations,Medium,High,1190.1,1170,888.3,281.7,20.1,1.7
2012,12,Health occupations,Medium,High,1183.6,1167.6,894.8,272.8,16,1.4
2013,1,Health occupations,Medium,High,1190.8,1171,887,284,19.8,1.7
2013,2,Health occupations,Medium,High,1205.9,1190.5,907.9,282.6,15.4,1.3
2013,3,Health occupations,Medium,High,1203.1,1187,901.8,285.2,16.1,1.3
2013,4,Health occupations,Medium,High,1205.3,1189.1,899.1,290,16.2,1.3
2013,5,Health occupations,Medium,High,1206.1,1190.3,911.5,278.8,15.8,1.3
2013,6,Health occupations,Medium,High,1221.9,1206.4,925.3,281.1,15.5,1.3
2013,7,Health occupations,Medium,High,1231.4,1214.5,931,283.5,16.9,1.4
2013,8,Health occupations,Medium,High,1240.3,1222.8,950.6,272.2,17.5,1.4
2013,9,Health occupations,Medium,High,1235.5,1222.4,939.6,282.8,13.1,1.1
2013,10,Health occupations,Medium,High,1240.8,1226.5,924.4,302.1,14.4,1.2
2013,11,Health occupations,Medium,High,1219.7,1206.4,918,288.4,13.3,1.1
2013,12,Health occupations,Medium,High,1227.8,1210.4,905.8,304.7,17.4,1.4
2014,1,Health occupations,Medium,High,1211.3,1197.7,901.4,296.3,13.7,1.1
2014,2,Health occupations,Medium,High,1222.9,1203.3,919.4,284,19.6,1.6
2014,3,Health occupations,Medium,High,1224.7,1203.4,914.7,288.6,21.3,1.7
2014,4,Health occupations,Medium,High,1245.9,1224.4,929.7,294.7,21.6,1.7
2014,5,Health occupations,Medium,High,1271.3,1245.1,937.4,307.7,26.2,2.1
2014,6,Health occupations,Medium,High,1268.5,1254.1,962.3,291.8,14.4,1.1
2014,7,Health occupations,Medium,High,1268,1251.8,956.5,295.3,16.2,1.3
2014,8,Health occupations,Medium,High,1251.1,1228.8,949.4,279.4,22.3,1.8
2014,9,Health occupations,Medium,High,1233.4,1218.6,919.2,299.4,14.8,1.2
2014,10,Health occupations,Medium,High,1250.6,1233.9,917.6,316.3,16.7,1.3
2014,11,Health occupations,Medium,High,1243.2,1226,911.9,314.1,17.2,1.4
2014,12,Health occupations,Medium,High,1234.9,1215.8,914,301.8,19.1,1.5
2015,1,Health occupations,Medium,High,1229,1212.2,923.8,288.4,16.8,1.4
2015,2,Health occupations,Medium,High,1228.2,1210.2,916.3,294,17.9,1.5
2015,3,Health occupations,Medium,High,1247.4,1235.1,932.5,302.6,12.4,1
2015,4,Health occupations,Medium,High,1271.2,1258.7,967.4,291.3,12.5,1
2015,5,Health occupations,Medium,High,1285.2,1271.2,984.3,286.9,14,1.1
2015,6,Health occupations,Medium,High,1317.6,1302.4,1006.2,296.2,15.2,1.2
2015,7,Health occupations,Medium,High,1327.5,1314.5,1020.9,293.6,13,1
2015,8,Health occupations,Medium,High,1340.9,1322.8,1041,281.8,18.1,1.3
2015,9,Health occupations,Medium,High,1312,1293.2,989,304.2,18.8,1.4
2015,10,Health occupations,Medium,High,1283.9,1269.7,948.1,321.6,14.2,1.1
2015,11,Health occupations,Medium,High,1285.3,1273.1,962.4,310.6,12.3,1
2015,12,Health occupations,Medium,High,1313.3,1299.6,979.6,320,13.7,1
2016,1,Health occupations,Medium,High,1329.1,1313.4,992.7,320.7,15.7,1.2
2016,2,Health occupations,Medium,High,1311,1296.3,986.7,309.5,14.8,1.1
2016,3,Health occupations,Medium,High,1337.9,1326.8,1018.3,308.5,11.1,0.8
2016,4,Health occupations,Medium,High,1337,1321.4,1004,317.4,15.6,1.2
2016,5,Health occupations,Medium,High,1336.7,1320.8,1023.9,296.9,15.9,1.2
2016,6,Health occupations,Medium,High,1342.8,1324.2,1024.7,299.5,18.7,1.4
2016,7,Health occupations,Medium,High,1364,1346.9,1040.5,306.4,17,1.2
2016,8,Health occupations,Medium,High,1359.6,1340.7,1041.5,299.2,18.9,1.4
2016,9,Health occupations,Medium,High,1329.6,1307,994.5,312.5,22.5,1.7
2016,10,Health occupations,Medium,High,1337.8,1316.2,995.5,320.7,21.5,1.6
2016,11,Health occupations,Medium,High,1329.9,1308,987.7,320.2,21.9,1.6
2016,12,Health occupations,Medium,High,1345.4,1323.6,1020.9,302.7,21.8,1.6
2017,1,Health occupations,Medium,High,1343,1321.3,998.8,322.5,21.8,1.6
2017,2,Health occupations,Medium,High,1361.9,1343.7,1029,314.7,18.1,1.3
2017,3,Health occupations,Medium,High,1368.5,1358.2,1049.3,308.9,10.3,0.8
2017,4,Health occupations,Medium,High,1396.2,1384.1,1061.3,322.7,12.1,0.9
2017,5,Health occupations,Medium,High,1426.3,1405.5,1083.5,322,20.7,1.5
2017,6,Health occupations,Medium,High,1430.1,1418.2,1093.5,324.7,11.9,0.8
2017,7,Health occupations,Medium,High,1431.3,1414,1124,290.1,17.3,1.2
2017,8,Health occupations,Medium,High,1438.2,1422.1,1103.5,318.6,16.2,1.1
2017,9,Health occupations,Medium,High,1388.3,1370.7,1055.2,315.5,17.7,1.3
2017,10,Health occupations,Medium,High,1386.9,1368.5,1046.4,322.1,18.5,1.3
2017,11,Health occupations,Medium,High,1388.7,1374.4,1031.1,343.3,14.3,1
2017,12,Health occupations,Medium,High,1398.9,1388.7,1038.4,350.3,10.2,0.7
2018,1,Health occupations,Medium,High,1398.9,1381.9,1046.9,335,17,1.2
2018,2,Health occupations,Medium,High,1400.3,1389.3,1050,339.3,11,0.8
2018,3,Health occupations,Medium,High,1409.6,1395.1,1056.8,338.3,14.5,1
2018,4,Health occupations,Medium,High,1417.3,1403.3,1078.1,325.2,14,1
2018,5,Health occupations,Medium,High,1420,1402.2,1080.9,321.3,17.7,1.2
2018,6,Health occupations,Medium,High,1434.7,1419.8,1102.7,317.1,14.9,1
2018,7,Health occupations,Medium,High,1431.8,1421.6,1111.2,310.4,10.2,0.7
2018,8,Health occupations,Medium,High,1443.6,1425.6,1123.2,302.5,18,1.2
2018,9,Health occupations,Medium,High,1437.6,1425.7,1094.3,331.4,11.9,0.8
2018,10,Health occupations,Medium,High,1454.5,1440.2,1097.8,342.4,14.3,1
2018,11,Health occupations,Medium,High,1432.2,1419.9,1076.8,343.1,12.3,0.9
2018,12,Health occupations,Medium,High,1432.2,1417.6,1090.2,327.4,14.6,1
2019,1,Health occupations,Medium,High,1425.9,1409.4,1097,312.4,16.5,1.2
2019,2,Health occupations,Medium,High,1428.1,1412.3,1094,318.3,15.9,1.1
2019,3,Health occupations,Medium,High,1418.3,1400.4,1096.5,303.9,18,1.3
2019,4,Health occupations,Medium,High,1418.4,1404.3,1091.4,312.8,14.1,1
2019,5,Health occupations,Medium,High,1430.6,1410.8,1090.2,320.7,19.7,1.4
2019,6,Health occupations,Medium,High,1474.1,1455.6,1147.5,308.1,18.5,1.3
2019,7,Health occupations,Medium,High,1481,1463.4,1142.9,320.5,17.6,1.2
2019,8,Health occupations,Medium,High,1502.8,1486.6,1159.4,327.3,16.2,1.1
2019,9,Health occupations,Medium,High,1476.1,1463.2,1132.6,330.6,12.9,0.9
2019,10,Health occupations,Medium,High,1459.8,1449.3,1121.7,327.5,10.5,0.7
2019,11,Health occupations,Medium,High,1456.6,1446.2,1126.3,319.9,10.4,0.7
2019,12,Health occupations,Medium,High,1454.9,1447.6,1130.4,317.2,7.2,0.5
2020,1,Health occupations,Medium,High,1486.5,1474.4,1152.8,321.6,12.1,0.8
2020,2,Health occupations,Medium,High,1462.5,1449.8,1141.7,308.1,12.6,0.9
2020,3,Health occupations,Medium,High,1447.3,1401.8,1116.6,285.2,45.5,3.1
2020,4,Health occupations,Medium,High,1430.6,1351.6,1070,281.6,79,5.5
2020,5,Health occupations,Medium,High,1448.9,1377,1098.5,278.5,71.9,5
2020,6,Health occupations,Medium,High,1510.4,1469.7,1171.7,298,40.7,2.7
2020,7,Health occupations,Medium,High,1483.9,1454.5,1172,282.4,29.4,2
2020,8,Health occupations,Medium,High,1473.6,1444.1,1167.6,276.5,29.5,2
2020,9,Health occupations,Medium,High,1489.3,1452.1,1134.1,318.1,37.2,2.5
2020,10,Health occupations,Medium,High,1474.9,1441,1132,309,33.9,2.3
2020,11,Health occupations,Medium,High,1451.4,1428.6,1118.9,309.8,22.7,1.6
2020,12,Health occupations,Medium,High,1466.3,1439.3,1113.8,325.5,26.9,1.8
2021,1,Health occupations,Medium,High,1500.5,1480.2,1161.9,318.3,20.3,1.4
2021,2,Health occupations,Medium,High,1507.3,1489.4,1161.8,327.6,17.8,1.2
2021,3,Health occupations,Medium,High,1531.4,1510.2,1193.5,316.7,21.2,1.4
2021,4,Health occupations,Medium,High,1498.7,1484.1,1158.4,325.7,14.6,1
2021,5,Health occupations,Medium,High,1521.1,1503.3,1165.3,338,17.9,1.2
2021,6,Health occupations,Medium,High,1570.6,1549.9,1198.7,351.2,20.7,1.3
2021,7,Health occupations,Medium,High,1581.3,1557.2,1212.7,344.5,24.1,1.5
2021,8,Health occupations,Medium,High,1567.5,1534.6,1187.2,347.4,32.9,2.1
2021,9,Health occupations,Medium,High,1533.1,1512.2,1175.9,336.3,20.9,1.4
2021,10,Health occupations,Medium,High,1526.9,1511,1179.5,331.5,15.9,1
2021,11,Health occupations,Medium,High,1563.6,1549.7,1203,346.7,14,0.9
2021,12,Health occupations,Medium,High,1558.3,1545.3,1197.5,347.8,13.1,0.8
2022,1,Health occupations,Medium,High,1567.1,1546,1211.4,334.5,21.1,1.3
2022,2,Health occupations,Medium,High,1562.9,1551.1,1207.5,343.6,11.8,0.8
2022,3,Health occupations,Medium,High,1563.6,1540.4,1186.7,353.7,23.3,1.5
2022,4,Health occupations,Medium,High,1572.4,1553.8,1201.6,352.2,18.6,1.2
2022,5,Health occupations,Medium,High,1600.7,1586.1,1268.7,317.4,14.6,0.9
2022,6,Health occupations,Medium,High,1621.9,1604.2,1291.2,313.1,17.7,1.1
2022,7,Health occupations,Medium,High,1589.6,1571,1247.1,324,18.6,1.2
2022,8,Health occupations,Medium,High,1608.4,1587.3,1256.4,330.9,21,1.3
2022,9,Health occupations,Medium,High,1589.1,1566.6,1221.7,344.9,22.4,1.4
2022,10,Health occupations,Medium,High,1609.1,1592.3,1237.7,354.6,16.9,1.1
2022,11,Health occupations,Medium,High,1616.8,1603.5,1248.9,354.6,13.3,0.8
2022,12,Health occupations,Medium,High,1622,1602.5,1283.6,318.9,19.5,1.2
2023,1,Health occupations,Medium,High,1624.1,1611.9,1292.9,318.9,12.2,0.8
2023,2,Health occupations,Medium,High,1633.8,1620.7,1292.9,327.8,13.1,0.8
2023,3,Health occupations,Medium,High,1600.5,1587.2,1272.3,314.9,13.3,0.8
2023,4,Health occupations,Medium,High,1570.6,1552.9,1251.8,301.2,17.7,1.1
2023,5,Health occupations,Medium,High,1579.5,1563,1247.9,315.1,16.4,1
2023,6,Health occupations,Medium,High,1616.3,1595,1284.8,310.1,21.4,1.3
2023,7,Health occupations,Medium,High,1622.3,1595,1291.1,303.9,27.3,1.7
2023,8,Health occupations,Medium,High,1628.2,1604.8,1282.5,322.2,23.4,1.4
2023,9,Health occupations,Medium,High,1622.6,1606.6,1238,368.6,16,1
2023,10,Health occupations,Medium,High,1611.8,1592.5,1249.2,343.3,19.3,1.2
2023,11,Health occupations,Medium,High,1603.3,1589.1,1243.6,345.5,14.2,0.9
2023,12,Health occupations,Medium,High,1587,1569.7,1229.3,340.4,17.3,1.1
2024,1,Health occupations,Medium,High,1584.1,1573,1238,335,11.1,0.7
2024,2,Health occupations,Medium,High,1581.3,1565.8,1238.7,327.1,15.4,1
2024,3,Health occupations,Medium,High,1597.7,1574.6,1266.5,308.1,23.1,1.4
2024,4,Health occupations,Medium,High,1615.6,1598,1271.7,326.3,17.6,1.1
2024,5,Health occupations,Medium,High,1650.3,1628.5,1293.1,335.4,21.7,1.3
2024,6,Health occupations,Medium,High,1652.9,1619.7,1297.8,321.9,33.2,2
2024,7,Health occupations,Medium,High,1664.5,1639.2,1320.6,318.6,25.3,1.5
2024,8,Health occupations,Medium,High,1684.8,1663.7,1344.7,319,21.2,1.3
2024,9,Health occupations,Medium,High,1681.7,1661.9,1327.4,334.5,19.8,1.2
2024,10,Health occupations,Medium,High,1688,1670.1,1335.8,334.3,17.9,1.1
2024,11,Health occupations,Medium,High,1682.2,1663.1,1336.3,326.8,19.2,1.1
2024,12,Health occupations,Medium,High,1727.4,1705.2,1369.7,335.5,22.2,1.3
2025,1,Health occupations,Medium,High,1751.1,1731.5,1367.2,364.4,19.5,1.1
2025,2,Health occupations,Medium,High,1751.4,1731.8,1360.2,371.6,19.6,1.1
2025,3,Health occupations,Medium,High,1748.1,1731.5,1356.3,375.2,16.6,0.9
2025,4,Health occupations,Medium,High,1750.6,1724.1,1356.9,367.2,26.5,1.5
2025,5,Health occupations,Medium,High,1743.5,1724.3,1369.8,354.5,19.2,1.1
2025,6,Health occupations,Medium,High,1734,1711.7,1362.7,349.1,22.3,1.3
2025,7,Health occupations,Medium,High,1719,1701.1,1358.7,342.4,17.9,1
2025,8,Health occupations,Medium,High,1702.8,1680.3,1359.1,321.2,22.5,1.3
2025,9,Health occupations,Medium,High,1724.6,1706.8,1370.6,336.2,17.8,1
2010,1,"Occupations in education, law and social, community and government services",High,Low,1934.1,1892.2,1474.1,418.1,41.9,2.2
2010,2,"Occupations in education, law and social, community and government services",High,Low,1964.7,1922.9,1497.8,425.1,41.8,2.1
2010,3,"Occupations in education, law and social, community and government services",High,Low,1946.3,1902,1491.7,410.3,44.3,2.3
2010,4,"Occupations in education, law and social, community and government services",High,Low,1935,1895.7,1481.1,414.6,39.3,2
2010,5,"Occupations in education, law and social, community and government services",High,Low,1911.1,1864.5,1473.3,391.2,46.6,2.4
2010,6,"Occupations in education, law and social, community and government services",High,Low,1920.5,1868.8,1482.7,386.2,51.7,2.7
2010,7,"Occupations in education, law and social, community and government services",High,Low,1808.2,1692.9,1398.7,294.3,115.3,6.4
2010,8,"Occupations in education, law and social, community and government services",High,Low,1889.7,1683.2,1393.8,289.3,206.5,10.9
2010,9,"Occupations in education, law and social, community and government services",High,Low,1925.1,1861.6,1473,388.6,63.6,3.3
2010,10,"Occupations in education, law and social, community and government services",High,Low,1963.8,1916.3,1496.2,420.1,47.5,2.4
2010,11,"Occupations in education, law and social, community and government services",High,Low,1952.2,1903.6,1458.6,445,48.7,2.5
2010,12,"Occupations in education, law and social, community and government services",High,Low,1954.9,1906.9,1466.4,440.4,48,2.5
2011,1,"Occupations in education, law and social, community and government services",High,Low,1920.4,1876.2,1431.3,444.8,44.2,2.3
2011,2,"Occupations in education, law and social, community and government services",High,Low,1922.1,1878.6,1410.1,468.4,43.5,2.3
2011,3,"Occupations in education, law and social, community and government services",High,Low,1916.1,1873.3,1426.6,446.7,42.8,2.2
2011,4,"Occupations in education, law and social, community and government services",High,Low,1917.2,1870.6,1432.3,438.3,46.6,2.4
2011,5,"Occupations in education, law and social, community and government services",High,Low,1932.7,1877.3,1476.4,400.9,55.4,2.9
2011,6,"Occupations in education, law and social, community and government services",High,Low,1944.4,1878.8,1495.8,383,65.6,3.4
2011,7,"Occupations in education, law and social, community and government services",High,Low,1802.9,1692.9,1413.4,279.5,109.9,6.1
2011,8,"Occupations in education, law and social, community and government services",High,Low,1861.7,1676,1416.1,259.9,185.7,10
2011,9,"Occupations in education, law and social, community and government services",High,Low,1902.1,1836.6,1461.9,374.7,65.5,3.4
2011,10,"Occupations in education, law and social, community and government services",High,Low,1886.2,1838.7,1445.2,393.5,47.5,2.5
2011,11,"Occupations in education, law and social, community and government services",High,Low,1894.7,1850.7,1449.6,401.1,43.9,2.3
2011,12,"Occupations in education, law and social, community and government services",High,Low,1892.9,1858.8,1451.3,407.4,34.1,1.8
2012,1,"Occupations in education, law and social, community and government services",High,Low,1897.5,1854.5,1454.1,400.4,42.9,2.3
2012,2,"Occupations in education, law and social, community and government services",High,Low,1923.3,1876.1,1458.5,417.6,47.2,2.5
2012,3,"Occupations in education, law and social, community and government services",High,Low,1928.8,1870.9,1444,426.9,57.9,3
2012,4,"Occupations in education, law and social, community and government services",High,Low,1938.8,1893,1466.2,426.8,45.8,2.4
2012,5,"Occupations in education, law and social, community and government services",High,Low,1948.1,1896.1,1494.9,401.2,52,2.7
2012,6,"Occupations in education, law and social, community and government services",High,Low,1972.6,1924.9,1533.2,391.7,47.7,2.4
2012,7,"Occupations in education, law and social, community and government services",High,Low,1849,1747,1468.7,278.3,102,5.5
2012,8,"Occupations in education, law and social, community and government services",High,Low,1930.5,1739.1,1469.9,269.2,191.4,9.9
2012,9,"Occupations in education, law and social, community and government services",High,Low,1963.7,1909.2,1533.9,375.4,54.4,2.8
2012,10,"Occupations in education, law and social, community and government services",High,Low,2014.8,1969.1,1547.8,421.4,45.7,2.3
2012,11,"Occupations in education, law and social, community and government services",High,Low,1989.9,1947.9,1540.8,407.2,42,2.1
2012,12,"Occupations in education, law and social, community and government services",High,Low,1985.9,1949.7,1518.7,431,36.2,1.8
2013,1,"Occupations in education, law and social, community and government services",High,Low,1991.5,1936.3,1515.3,421,55.2,2.8
2013,2,"Occupations in education, law and social, community and government services",High,Low,1970.8,1927.1,1485.2,441.9,43.6,2.2
2013,3,"Occupations in education, law and social, community and government services",High,Low,1995.8,1938.5,1500.3,438.2,57.3,2.9
2013,4,"Occupations in education, law and social, community and government services",High,Low,2030.4,1987.9,1539.2,448.7,42.5,2.1
2013,5,"Occupations in education, law and social, community and government services",High,Low,2040.6,1996,1559.1,436.9,44.6,2.2
2013,6,"Occupations in education, law and social, community and government services",High,Low,2039.4,1997,1591.3,405.7,42.5,2.1
2013,7,"Occupations in education, law and social, community and government services",High,Low,1884.2,1762.6,1471.5,291.1,121.6,6.5
2013,8,"Occupations in education, law and social, community and government services",High,Low,1964.2,1775.1,1484.1,291.1,189,9.6
2013,9,"Occupations in education, law and social, community and government services",High,Low,1988,1929.5,1530.7,398.8,58.5,2.9
2013,10,"Occupations in education, law and social, community and government services",High,Low,1999.3,1946.1,1519.4,426.7,53.1,2.7
2013,11,"Occupations in education, law and social, community and government services",High,Low,2030.5,1989,1536.9,452.2,41.4,2
2013,12,"Occupations in education, law and social, community and government services",High,Low,2017.8,1978.8,1529.1,449.7,38.9,1.9
2014,1,"Occupations in education, law and social, community and government services",High,Low,2018.3,1971.2,1525.3,445.9,47.1,2.3
2014,2,"Occupations in education, law and social, community and government services",High,Low,2000.6,1964.9,1513.2,451.6,35.8,1.8
2014,3,"Occupations in education, law and social, community and government services",High,Low,2010.5,1961.9,1535.6,426.3,48.6,2.4
2014,4,"Occupations in education, law and social, community and government services",High,Low,1991.6,1954.3,1517.5,436.8,37.3,1.9
2014,5,"Occupations in education, law and social, community and government services",High,Low,1999.9,1943.9,1522.5,421.3,56.1,2.8
2014,6,"Occupations in education, law and social, community and government services",High,Low,1973.7,1925.3,1546.8,378.5,48.4,2.5
2014,7,"Occupations in education, law and social, community and government services",High,Low,1863.3,1759.1,1465.4,293.6,104.2,5.6
